Rk,Player,Tm,FantPos,G,PPR
462,Jalen Tolliver\TollJa00,ARI,WR,3,6.7
463,Derek Anderson\AndeDe00,BUF,QB,2,6.5
464,Tyler Ervin\ErviTy00,HOU,RB,9,6.5
465,Shaun Wilson\WilsSh01,TAM,RB,5,6.4
466,Shelton Gibson\GibsSh00,PHI,WR,15,5.8
467,Tre Madden\MaddTr01,SEA,RB,14,5.8
468,Jordan Franks\FranJo03,CIN,TE,6,5.7
469,Dwayne Allen\AlleDw00,NWE,TE,13,5.7
470,Nick Bellore\BellNi01,DET,RB,14,5.5
471,DeShone Kizer\KizeDe00,GNB,QB,3,5.4
472,Orson Charles\CharOr00,CLE,TE,13,5.3
473,Justin Hunter\HuntJu00,PIT,WR,5,5.1
474,C.J. Prosise\ProsC.00,SEA,RB,5,4.9
475,Brian Quick\QuicBr00,WAS,WR,6,4.8
476,Nate Sudfeld\SudfNa00,PHI,QB,2,4.7
477,Charone Peake\PeakCh00,NYJ,WR,13,4.5
478,Mike Gillislee\GillMi00,NOR,RB,4,4.2
479,Jeremy Hill\HillJe01,NWE,RB,1,4.1
480,De'Lance Turner\TurnDe01,BAL,RB,4,4.1
481,Ricky Ortiz\OrtiRi00,ATL,RB,12,4.1
482,Derrick Coleman\ColeDe00,ARI,RB,16,4
483,Malik Turner\TurnMa00,SEA,WR,6,4
484,Benny Cunningham\CunnBe01,CHI,RB,15,3.9
485,Ameer Abdullah\AbduAm00,2TM,RB,10,3.9
486,Terrance Williams\WillTe01,DAL,WR,3,3.8
487,KhaDarel Hodge\HodgKh00,LAR,WR,14,3.7
488,Nick Williams\WillNi02,2TM,WR,4,3.7
489,David Williams\WillDa011,JAX,RB,6,3.6
490,River Cracraft\CracRi00,DEN,WR,8,3.4
491,Sean Culkin\CulkSe00,LAC,TE,13,3.4
492,Jamaal Charles\CharJa00,JAX,RB,2,3.4
493,Ross Dwelley\DwelRo00,SFO,TE,11,3.4
494,Tyrone Swoopes\SwooTy00,SEA,TE,1,3.3
495,Brandon Zylstra\ZylsBr00,MIN,WR,16,3.3
496,Jamize Olawale\OlawJa00,DAL,RB,16,3.3
497,Joe Webb\WebbJo00,HOU,QB,16,3.3
498,Travaris Cadet\CadeTr00,CAR,RB,1,3.2
499,Gehrig Dieter\DietGe00,KAN,WR,4,3.2
500,Hakeem Valles\VallHa00,DET,TE,3,3.1
501,Alan Cross\CrosAl00,TAM,TE,14,2.9
502,Dion Sims\SimsDi00,CHI,TE,8,2.9
503,Jeremy Kerley\KerlJe00,BUF,WR,1,2.7
504,Jeremy Langford\LangJe00,ATL,RB,1,2.5
505,Matt Flanagan\FlanMa00,WAS,TE,3,2.4
506,Tim White\WhitTi00,BAL,WR,3,2.4
507,Derek Watt\WattDe00,LAC,RB,16,2.3
508,Sammie Coates\CoatSa00,HOU,WR,12,2.2
509,Josh Malone\MaloJo00,CIN,WR,9,2.2
510,Victor Bolden\BoldVi00,2TM,WR,6,2
511,Justin Hardee\HardJu01,NOR,WR,16,2
512,Justin Davis\DaviJu00,LAR,RB,11,1.9
513,Cam Phillips\PhilCa01,BUF,WR,2,1.9
514,Damiere Byrd\ByrdDa00,CAR,WR,8,1.8
515,Keon Hatcher\HatcKe00,OAK,WR,3,1.8
516,Darvin Kidsy\KidsDa00,WAS,WR,2,1.8
517,Matt Cassel\CassMa00,DET,QB,2,1.7
518,Jonathan Stewart\StewJo00,NYG,RB,3,1.7
519,Marcus Kemp\KempMa00,KAN,WR,16,1.7
520,Allen Lazard\LazaAl00,GNB,WR,1,1.7
521,Richard Rodgers\RodgRi00,PHI,TE,7,1.7
522,David Fluellen\FlueDa00,TEN,RB,7,1.6
523,Garrett Gilbert\GilbGa01,CAR,QB,1,1.6
524,Darius Jackson\JackDa01,2TM,RB,4,1.6
525,Michael Burton\BurtMi00,CHI,RB,8,1.6
526,Brandon Wilds\WildBr01,JAX,RB,3,1.5
527,Chad Henne\HennCh01,KAN,QB,1,1.5
528,Khari Lee\LeexKh00,BUF,TE,2,1.5
529,Johnny Mundt\MundJo00,LAR,TE,10,1.5
530,Justin Watson\WatsJu01,TAM,WR,12,1.5
531,J'Mon Moore\MoorJM00,GNB,WR,12,1.5
532,Jehu Chesson\ChesJe00,WAS,WR,12,1.3
533,Darrius Heyward-Bey\HeywDa00,PIT,WR,14,1.2
534,Danny Vitale\VitaDa00,GNB,RB,5,1.2
535,Matt Schaub\SchaMa00,ATL,QB,3,1.1
536,Jonathan Williams\WillJo07,NOR,RB,3,1.1
537,Christine Michael\MichCh00,IND,RB,1,0.9
538,Joshua Dobbs\DobbJo00,PIT,QB,5,0.8
539,Robert Griffin\GrifRo01,BAL,QB,3,0.8
540,Robert Kelley\KellRo00,WAS,RB,2,0.8
541,J.D. McKissic\McKiJ.00,SEA,RB,5,0.8
542,Jeremy McNichols\McNiJe00,2TM,RB,2,0.8
543,Mark Sanchez\SancMa00,WAS,QB,2,0.3
544,Robert Turbin\TurbRo00,IND,RB,2,0.3
545,A.J. McCarron\McCaA.00,OAK,QB,2,0.1
546,De'Angelo Henderson\HendDe01,NYJ,RB,3,-0.1
547,Chad Kelly\KellCh00,DEN,QB,1,-0.1
548,Brandon Weeden\WeedBr00,HOU,QB,1,-0.1
549,Brian Hoyer\HoyeBr00,NWE,QB,5,-0.5
550,Jacoby Brissett\BrisJa00,IND,QB,4,-0.6
551,JJ Jones\JoneJJ00,2TM,WR,4,-0.7
552,Rod Streater\StreRo00,CLE,WR,3,-1.1
553,Geno Smith\SmitGe00,LAC,QB,5,-1.5
